item_id,group_id,conversation_id,test_fold
10667:0:0,component-ea5ddd2dd1659960,10667,1
10668:0:0,component-2019c586eedf888f,10668,1
10669:0:0,component-de075dfd31874cbd,10669,1
10670:0:0,component-0264eb7e3e486ef5,10670,3
10671:0:0,component-052463d1c4a9a2e1,10671,0
10672:0:0,component-78c8b8e513fb2c11,10672,1
10673:0:0,component-d12e56b3be252006,10673,2
10674:1:0,component-1e68a663eda4d548,10674,2
10675:0:0,component-baf0a47a6f147cfa,10675,0
10676:0:0,component-9f984903bd6e35a3,10676,2
10676:2:0,component-9f984903bd6e35a3,10676,2
10676:4:0,component-9f984903bd6e35a3,10676,2
10677:0:0,component-c5472124beb80cde,10677,4
10678:0:0,component-1c73a351e078b451,10678,2
10679:0:0,component-d953b3b1361f86e7,10679,0
10679:2:0,component-d953b3b1361f86e7,10679,0
10679:4:0,component-d953b3b1361f86e7,10679,0
1067:0:0,component-18bf31266f57409c,1067,4
10680:0:0,component-74bba3b0319b1170,10680,0
10681:0:0,component-a7579d1fe578eb38,10681,4
10681:2:0,component-a7579d1fe578eb38,10681,4
10682:0:0,component-a11a71f770504971,10682,0
10683:0:0,component-61caac230b4578e3,10683,4
10684:0:0,component-dd81b9465e567326,10684,3
10685:0:0,component-dc5554725859d838,10685,3
10686:0:0,component-141580c9037ff57b,10686,2
10687:0:0,component-7f190daadbc4cdb8,10687,4
10688:0:0,component-0d36ce267cc929b1,10688,2
10689:0:0,component-39329b03da8c4cb5,10689,0
10689:2:0,component-39329b03da8c4cb5,10689,0
10689:4:0,component-39329b03da8c4cb5,10689,0
10689:6:0,component-39329b03da8c4cb5,10689,0
10689:8:0,component-39329b03da8c4cb5,10689,0
1068:0:0,component-7930ea93dff3c4b9,1068,3
10690:0:0,component-97616d6d74bf6bd6,10690,3
10691:0:0,component-c974429a3f656632,10691,3
10692:0:0,component-3b6c71adca304610,10692,3
10693:0:0,component-415b33f84ac47ddf,10693,4
10694:0:0,component-47580831303d6660,10694,4
10695:0:0,component-c09fc032a70e97ea,10695,4
10696:0:0,component-6ea1585292546e24,10696,4
10697:0:0,component-a31264b97bb3762c,10697,2
10698:0:0,component-e90ac2e3e7d4d202,10698,3
10699:0:0,component-2505583c5c9f01f1,10699,3
10699:2:0,component-2505583c5c9f01f1,10699,3
1069:0:0,component-1ed1df35c20ced96,1069,3
106:0:0,component-1b1f7f6d94143257,106,4
10700:0:0,component-3ce835526d509f97,10700,3
10701:0:0,component-28113576d315d099,10701,4
10702:0:0,component-b20cbcdaa3a1a686,10702,2
10703:0:0,component-9ec5a2595f967afc,10703,2
10703:2:0,component-9ec5a2595f967afc,10703,2
10704:0:0,component-6024546269998a91,10704,2
10705:0:0,component-c0cb9ec222357485,10705,4
10706:0:0,component-664c46563412ac6d,10706,2
10707:0:0,component-58d0e031a5eca403,10707,2
10708:0:0,component-2c36db86e606f1be,10708,4
10709:0:0,component-90612fc3f5d09281,10709,1
1070:0:0,component-b69bf0dfdb429dee,1070,0
10710:0:0,component-a12d67018952dfdd,10710,4
10711:0:0,component-2718fd3ed930f687,10711,2
10712:0:0,component-67d12f2d8a24460a,10712,3
10713:0:0,component-aca8a387e065c2e1,10713,3
10714:0:0,component-625cc86d91543424,10714,0
10715:0:0,component-0084baf124559579,10715,0
10715:2:0,component-0084baf124559579,10715,0
10715:4:0,component-0084baf124559579,10715,0
10716:0:0,component-5dc0c19db668b5ab,10716,2
10717:0:0,component-e2b6332cc6ca1d17,10717,4
10718:0:0,component-8fa8e44e47a0c196,10718,3
10719:0:0,component-9aca38f82ca88853,10719,1
1071:0:0,component-8a1129f8caa45c9e,1071,1
10720:0:0,component-a20089b25ee4316a,10720,1
10721:0:0,component-21c0f0676eecba56,10721,2
10722:0:0,component-94561b3fdb07948f,10722,2
10723:0:0,component-63656a373c7b3c2f,10723,3
10724:0:0,component-aeeef295cc584f31,10724,1
10725:0:0,component-897c8a9e4f7a1eef,10725,4
10726:1:0,component-00568c7a3565e1b9,10726,0
10727:0:0,component-aedb541ad253d371,10727,3
10727:2:0,component-aedb541ad253d371,10727,3
10727:4:0,component-aedb541ad253d371,10727,3
10728:0:0,component-ed806f68fa04a45d,10728,4
10728:0:1,component-ed806f68fa04a45d,10728,4
10728:2:0,component-ed806f68fa04a45d,10728,4
10729:0:0,component-05c4f839f845a2db,10729,1
1072:0:0,component-a1e6c1ac8fb16b41,1072,2
10730:0:0,component-1c7c7bcfb3e2ba2d,10730,3
10731:0:0,component-741e46d16c0bf42a,10731,3
10732:0:0,component-33a39dad4483bd97,10732,3
10732:2:0,component-33a39dad4483bd97,10732,3
10733:0:0,component-b6175a14c2725fde,10733,0
10734:0:0,component-1bde6930c8ee0e02,10734,3
10735:0:0,component-9d269da1a76fec4b,10735,3
10736:0:0,component-bd87afb351a8aede,10736,0
10737:0:0,component-ea01aee53e7c8a14,10737,0
10738:0:0,component-ab423676104c7878,10738,4
10739:0:0,component-06d36085207c7bf4,10739,1
1073:0:0,component-9cccd5bbfe6343e1,1073,4
1073:0:1,component-9cccd5bbfe6343e1,1073,4
10740:0:0,component-c12e46dbf6d5af01,10740,2
10740:2:0,component-c12e46dbf6d5af01,10740,2
10741:0:0,component-f907412a29e9e2c3,10741,4
10742:0:0,component-bd9f59bda86ed2cc,10742,0
10743:0:0,component-a7e2b0be904e38c0,10743,4
10744:0:0,component-37a2d42b5b9d45ec,10744,3
10745:0:0,component-79f0e3878ffea142,10745,4
10746:0:0,component-a3d96fb0747e7991,10746,1
10747:0:0,component-0de93bb3572e4aec,10747,2
10747:2:0,component-0de93bb3572e4aec,10747,2
10748:0:0,component-957af66e5df91b22,10748,0
10749:0:0,component-1f6e4023b48d1d36,10749,0
1074:0:0,component-5a10681cfb78b0c4,1074,0
1074:2:0,component-5a10681cfb78b0c4,1074,0
1074:4:0,component-5a10681cfb78b0c4,1074,0
10750:0:0,component-b5fbf226ff14116e,10750,1
10751:0:0,component-990ef5c9cc02bd96,10751,2
10752:0:0,component-56343e1f8b458d2f,10752,3
10752:2:0,component-56343e1f8b458d2f,10752,3
10753:0:0,component-2913c6e7195d209c,10753,4
10754:0:0,component-c6133559d015e903,10754,4
10755:0:0,component-bcd6e54013190a9a,10755,1
10756:0:0,component-b09c1ed872362775,10756,1
10757:0:0,component-91085bce332137c1,10757,0
10758:0:0,component-a4eecf3d227fc37d,10758,3
10759:0:0,component-30cb31c49dd6e6ef,10759,1
1075:0:0,component-2798c85d07827fd9,1075,3
1075:2:0,component-2798c85d07827fd9,1075,3
10760:0:0,component-b19f6e6915508aa3,10760,4
10760:2:0,component-b19f6e6915508aa3,10760,4
10761:0:0,component-a31a73ef3903d032,10761,4
10762:0:0,component-84cd108e0f18cfc9,10762,4
10763:0:0,component-8d6c4ce7c79c1265,10763,3
10764:0:0,component-b41008a6f3525ac0,10764,0
10765:0:0,component-5c2f99ccd32d8842,10765,1
10766:0:0,component-bfd16065f44b25bd,10766,1
10767:0:0,component-488ea48e09dfe402,10767,2
10768:0:0,component-7f35a632a3cc74bd,10768,0
10769:0:0,component-61242b3faa779eca,10769,1
10769:2:0,component-61242b3faa779eca,10769,1
1076:0:0,component-d73bed153f6883f0,1076,2
10770:0:0,component-a873340141342bd8,10770,2
10771:0:0,component-5f29780e3201a351,10771,1
10771:2:0,component-5f29780e3201a351,10771,1
10772:0:0,component-3b45f5b1d1a877da,10772,4
10773:0:0,component-84a4d1a0715973eb,10773,2
10774:0:0,component-2d39b1d83b6d4fd3,10774,0
10774:0:1,component-2d39b1d83b6d4fd3,10774,0
10775:0:0,component-250012032abb446c,10775,2
10775:2:0,component-250012032abb446c,10775,2
10775:4:0,component-250012032abb446c,10775,2
10776:0:0,component-55319336c522942b,10776,0
10776:2:0,component-55319336c522942b,10776,0
10777:0:0,component-cf7a7e968000b2e4,10777,2
10778:0:0,component-c4ed9f8a70a046ab,10778,4
10779:0:0,component-ea4b1871bc826123,10779,2
1077:0:0,component-1e6a0d0ed8c8d2e9,1077,2
10780:1:0,component-1b08361956608d90,10780,1
10780:3:0,component-1b08361956608d90,10780,1
10781:0:0,component-d2b15d728e15e50f,10781,2
10782:0:0,component-5e573e57cd51e712,10782,0
10783:0:0,component-529b59d55452d268,10783,3
10784:0:0,component-a4ac44b7960278f5,10784,1
10784:2:0,component-a4ac44b7960278f5,10784,1
10784:4:0,component-a4ac44b7960278f5,10784,1
10785:0:0,component-1ed1df35c20ced96,10785,3
10786:0:0,component-da14d677e3613ba7,10786,0
10788:0:0,component-dfe264c427f02f07,10788,4
10788:0:1,component-dfe264c427f02f07,10788,4
10789:0:0,component-ca6624a23b1d2b74,10789,1
1078:0:0,component-b25a2788af5c5907,1078,2
10790:0:0,component-945ae682abf3c041,10790,1
10791:0:0,component-64fa63fc874f455d,10791,0
10791:2:0,component-64fa63fc874f455d,10791,0
10792:0:0,component-d88a56cc5a72492c,10792,1
10792:2:0,component-d88a56cc5a72492c,10792,1
10793:0:0,component-d1a5a9c1496df590,10793,0
10793:2:0,component-d1a5a9c1496df590,10793,0
10793:4:0,component-d1a5a9c1496df590,10793,0
10794:0:0,component-fcf44ac7220d48a9,10794,3
10795:0:0,component-3760b794493d1146,10795,0
10796:0:0,component-841815cc2488075c,10796,3
10796:2:0,component-841815cc2488075c,10796,3
10797:0:0,component-cc6f54ce8c92fb57,10797,4
10797:2:0,component-cc6f54ce8c92fb57,10797,4
10797:4:0,component-cc6f54ce8c92fb57,10797,4
10798:0:0,component-0cc17b6f5523b47a,10798,4
10799:0:0,component-b71f13a12ac4dbe0,10799,3
10799:2:0,component-b71f13a12ac4dbe0,10799,3
1079:0:0,component-11bb24318f58b1e2,1079,3
107:0:0,component-b375069c3414fdcd,107,2
10800:0:0,component-675900c425897911,10800,2
10801:0:0,component-7805807da82cdd5c,10801,4
10802:0:0,component-c0a8715cbf1d68bb,10802,3
10802:10:0,component-c0a8715cbf1d68bb,10802,3
10802:2:0,component-c0a8715cbf1d68bb,10802,3
10802:4:0,component-c0a8715cbf1d68bb,10802,3
10802:6:0,component-c0a8715cbf1d68bb,10802,3
10802:8:0,component-c0a8715cbf1d68bb,10802,3
1080:0:0,component-3722e52f41d835eb,1080,0
1081:0:0,component-3ddabf4c07a368fa,1081,3
1082:0:0,component-3e6740c59d679206,1082,0
1083:0:0,component-36d50b18da36f511,1083,4
1084:0:0,component-b75e8bf6417b38cc,1084,4
1085:0:0,component-e0a918e5d6cb3bd3,1085,2
1086:0:0,component-357ed072addad298,1086,4
1087:0:0,component-062d0a061f80b878,1087,0
1088:0:0,component-73a2027c394d8b66,1088,3
1089:0:0,component-bcaa9431547c6793,1089,0
108:0:0,component-b641d97c3e7771ce,108,4
108:2:0,component-b641d97c3e7771ce,108,4
1090:0:0,component-e1b4a32f20241313,1090,1
1091:0:0,component-6b9a53727f40e542,1091,3
1092:1:0,component-bdc35393d4116507,1092,0
1093:0:0,component-cb277cba2d6fda50,1093,0
1093:2:0,component-cb277cba2d6fda50,1093,0
1093:4:0,component-cb277cba2d6fda50,1093,0
1094:0:0,component-c2768965771a341a,1094,1
1095:1:0,component-e857b529d280f985,1095,1
1095:3:0,component-e857b529d280f985,1095,1
1096:0:0,component-05fff5967d4a323e,1096,4
1097:0:0,component-d212969a79ffe415,1097,1
1098:0:0,component-6a89bd73582f70a0,1098,3
1098:2:0,component-6a89bd73582f70a0,1098,3
1099:0:0,component-a2a38c3918f4566a,1099,0
109:0:0,component-b903be67fb5f2561,109,1
10:0:0,component-4ecfc4bd37ed2f8a,10,1
1100:0:0,component-0e652391561bfee2,1100,4
1101:0:0,component-58218c50405282a8,1101,1
1102:0:0,component-f8d0d71238053c19,1102,1
1103:0:0,component-3b80fa03994cc753,1103,0
1104:0:0,component-2017c0f68b1d1310,1104,1
1104:2:0,component-2017c0f68b1d1310,1104,1
1105:0:0,component-bb8ce016dc01f3ad,1105,1
1106:0:0,component-06f8386540ade060,1106,4
1106:0:1,component-06f8386540ade060,1106,4
1106:2:0,component-06f8386540ade060,1106,4
1107:0:0,component-4aa6dcc89e9945ca,1107,1
1108:0:0,component-cefd548a92a0a3b9,1108,0
1109:0:0,component-55b2af62e3f6606d,1109,4
1109:2:0,component-55b2af62e3f6606d,1109,4
1109:2:1,component-55b2af62e3f6606d,1109,4
110:0:0,component-efffe4514d2abaf5,110,2
110:2:0,component-efffe4514d2abaf5,110,2
1110:0:0,component-87b94efbecb8b3c8,1110,4
1110:2:0,component-87b94efbecb8b3c8,1110,4
1111:0:0,component-55b065f6d6cd1cc4,1111,3
1112:0:0,component-d64ccef48deba9a4,1112,1
1113:0:0,component-e20ca20b47c1a172,1113,4
1113:2:0,component-e20ca20b47c1a172,1113,4
1114:0:0,component-a6c96b0c0b5f7545,1114,1
1115:0:0,component-2deefa5ea8b5604e,1115,3
1116:0:0,component-a0902d93baeca8d5,1116,4
1117:0:0,component-738c4a596099f72e,1117,3
1117:2:0,component-738c4a596099f72e,1117,3
1118:1:0,component-9ca8ac05aca4b1ad,1118,2
1119:0:0,component-b99fa399375ca00f,1119,3
111:0:0,component-6bbfdc8a8a94358b,111,1
1120:0:0,component-05b81f7dfe29d173,1120,1
1120:2:0,component-05b81f7dfe29d173,1120,1
1121:0:0,component-77d7596720bb8cca,1121,2
1122:0:0,component-66c47a676d6aac16,1122,3
1123:0:0,component-67a3fc91f1adf677,1123,0
1124:0:0,component-63ac8f929a6a1270,1124,3
1125:0:0,component-50f1ff32a396e4ac,1125,0
1126:0:0,component-5730d1db035f8a48,1126,4
1127:0:0,component-b895401ae105dba0,1127,2
1128:0:0,component-6a6767b13a519dc9,1128,4
1128:2:0,component-6a6767b13a519dc9,1128,4
1129:0:0,component-17559e759a0f5f1b,1129,0
112:0:0,component-3aa27aa6c22ed005,112,4
1130:0:0,component-3958051600486a93,1130,1
1131:0:0,component-60cd1cb893360114,1131,3
1131:2:0,component-60cd1cb893360114,1131,3
1132:0:0,component-ff7df08388254f5b,1132,4
1132:2:0,component-ff7df08388254f5b,1132,4
1133:0:0,component-fac0a6b9f1d94e31,1133,0
1134:0:0,component-7a45dcb27722b1e7,1134,1
1135:0:0,component-9840903413cbb951,1135,4
1136:0:0,component-467e5583189a22ce,1136,2
1137:0:0,component-ebee12061f0741a3,1137,2
1138:0:0,component-087978f48a654393,1138,0
1139:0:0,component-740014e6066bd8b2,1139,0
1139:2:0,component-740014e6066bd8b2,1139,0
113:0:0,component-6e02277872d2d7e4,113,3
1140:0:0,component-14f79315432b720c,1140,0
1140:2:0,component-14f79315432b720c,1140,0
1141:0:0,component-d0af2230bd820670,1141,4
1142:0:0,component-26a9e59458f8b7bd,1142,4
1143:0:0,component-59f0d84a5491106f,1143,3
1144:0:0,component-750fe7f5550ed05e,1144,4
1144:2:0,component-750fe7f5550ed05e,1144,4
1145:0:0,component-330f18d8c12bb04e,1145,1
1146:0:0,component-d4597ef9522c645f,1146,1
1147:0:0,component-7a0dd4286ab063d2,1147,3
1148:0:0,component-9126640db32c2519,1148,0
1149:0:0,component-dc72d44ac9960a5e,1149,2
1149:2:0,component-dc72d44ac9960a5e,1149,2
114:0:0,component-2995c472476f6644,114,0
1150:0:0,component-c08e367ea70d9f09,1150,2
1151:0:0,component-52489627589ebf71,1151,2
1152:1:0,component-448b746aed2ebe01,1152,3
1153:1:0,component-0ee91a34aa1e31ce,1153,2
1154:0:0,component-3b44faeecadaaf39,1154,3
1155:0:0,component-67d2464fef110349,1155,3
1155:2:0,component-67d2464fef110349,1155,3
1155:4:0,component-67d2464fef110349,1155,3
1155:6:0,component-67d2464fef110349,1155,3
1156:0:0,component-bbd4ef48e7524575,1156,3
1157:0:0,component-c1917b1eeaf22b3b,1157,4
1157:2:0,component-c1917b1eeaf22b3b,1157,4
1157:4:0,component-c1917b1eeaf22b3b,1157,4
1157:6:0,component-c1917b1eeaf22b3b,1157,4
1158:0:0,component-8d5ec366f847d3fd,1158,2
1159:0:0,component-b0ab3cf4afa345d1,1159,4
115:0:0,component-b677c3f2d84768bc,115,1
1160:0:0,component-8b987773b6704d69,1160,2
1161:0:0,component-68d187048f9edf7f,1161,0
1161:0:1,component-68d187048f9edf7f,1161,0
1162:0:0,component-f8c3d7de756eb6e2,1162,4
1162:2:0,component-f8c3d7de756eb6e2,1162,4
1163:1:0,component-251fd8e83e25f5e3,1163,3
1164:0:0,component-d324999c85e11789,1164,3
1164:0:1,component-d324999c85e11789,1164,3
1165:0:0,component-a766e3ac3265e5e2,1165,3
1166:0:0,component-e4cf9d46d4c7e695,1166,0
1167:0:0,component-f0e53e3c2b89d5e8,1167,1
1168:0:0,component-77a91f65bf27083f,1168,4
1169:0:0,component-40bf0523b0066ccf,1169,4
116:0:0,component-b975456fa0b7c485,116,1
1170:0:0,component-1aaf85a234679bfb,1170,2
1171:0:0,component-40b68848d5b7c861,1171,2
1171:2:0,component-40b68848d5b7c861,1171,2
1172:0:0,component-8c02d98167163ff8,1172,2
1173:0:0,component-f15f81148a90a7bb,1173,3
1173:2:0,component-f15f81148a90a7bb,1173,3
1174:0:0,component-8df5f34406ed0457,1174,3
1174:2:0,component-8df5f34406ed0457,1174,3
1175:0:0,component-21e54c77649d332f,1175,4
1176:0:0,component-cb38af439cd60d6f,1176,2
1177:0:0,component-183d1e69f38c21db,1177,3
1177:2:0,component-183d1e69f38c21db,1177,3
1178:0:0,component-94ff2b44f3448680,1178,1
1179:0:0,component-63b0dd8b2cd32a3f,1179,2
117:0:0,component-ac82626d6e52a626,117,3
1180:0:0,component-c1cc46ad1a1a5621,1180,2
1181:0:0,component-85bce019b95197eb,1181,2
1182:0:0,component-8a08856b52145777,1182,3
1183:0:0,component-503927b8f601c2ad,1183,0
1183:2:0,component-503927b8f601c2ad,1183,0
1183:2:1,component-503927b8f601c2ad,1183,0
1183:4:0,component-503927b8f601c2ad,1183,0
1183:6:0,component-503927b8f601c2ad,1183,0
1184:0:0,component-0305572b82f1c319,1184,0
1185:0:0,component-29702c96984e6eef,1185,4
1186:0:0,component-ffa1dc21fa3bb166,1186,4
1187:0:0,component-5e6dc8eae154ba17,1187,0
1188:0:0,component-423e9e119c4783fe,1188,3
1189:0:0,component-1a463bccfa578b7a,1189,4
1189:2:0,component-1a463bccfa578b7a,1189,4
1189:4:0,component-1a463bccfa578b7a,1189,4
118:0:0,component-9edb617c9d0ac1d1,118,1
118:2:0,component-9edb617c9d0ac1d1,118,1
1190:0:0,component-1ec6cf5b1e084387,1190,1
1191:1:0,component-fbde8d0f5a6b064b,1191,4
1192:0:0,component-e6f943c74db3272a,1192,3
1193:0:0,component-57c5a83312f411d0,1193,3
1194:0:0,component-5878a1f0a46a1b60,1194,4
1195:0:0,component-2ac0dfe544520a81,1195,1
1195:2:0,component-2ac0dfe544520a81,1195,1
1195:4:0,component-2ac0dfe544520a81,1195,1
1196:0:0,component-1dcf61fbca2c2a63,1196,0
1197:0:0,component-1ca9d1df99d08ee7,1197,2
1198:0:0,component-64a94a966c2e3a08,1198,4
1199:0:0,component-f6827e52acc0f87b,1199,0
119:0:0,component-8bd4395c6a45b6fb,119,2
11:0:0,component-297ef343ae769343,11,4
1200:0:0,component-d05e829d8a9cdb1d,1200,4
1201:0:0,component-1a18eaf9d0326f16,1201,1
1202:0:0,component-2c341b2a6e03cb2d,1202,1
1203:0:0,component-fe5df10211c65e97,1203,4
1204:0:0,component-5d2a8619850ea177,1204,2
1205:0:0,component-cfeaf6caffa00146,1205,4
1206:0:0,component-aeee0ee4ad8d7158,1206,4
1207:0:0,component-d80d70278a2b8c5c,1207,0
1207:2:0,component-d80d70278a2b8c5c,1207,0
1208:0:0,component-abf67e1dc84a8f9d,1208,3
1209:0:0,component-3bb7d808d51c586e,1209,1
120:0:0,component-b37f3f7db5169457,120,3
1210:0:0,component-abdf22df6745e1c5,1210,0
1210:2:0,component-abdf22df6745e1c5,1210,0
1211:0:0,component-2695d0c9ce7499c1,1211,0
1212:0:0,component-0542480dd26f57e9,1212,2
1213:0:0,component-edf803774470c85c,1213,0
1213:2:0,component-edf803774470c85c,1213,0
1213:4:0,component-edf803774470c85c,1213,0
1213:6:0,component-edf803774470c85c,1213,0
1214:0:0,component-6f26c38fc9fad521,1214,2
1215:0:0,component-da9a1cca9ebf312e,1215,2
1215:2:0,component-da9a1cca9ebf312e,1215,2
1215:4:0,component-da9a1cca9ebf312e,1215,2
1215:6:0,component-da9a1cca9ebf312e,1215,2
1216:0:0,component-26b225a2f04f2282,1216,3
1217:0:0,component-5279924cbb7947cf,1217,4
1218:0:0,component-f69796960ac831c3,1218,0
1219:0:0,component-f7a68b979ef9805f,1219,4
121:0:0,component-13f8ea90d6c263e6,121,2
1220:0:0,component-abed0e0435072b87,1220,0
1220:2:0,component-abed0e0435072b87,1220,0
1220:4:0,component-abed0e0435072b87,1220,0
1220:6:0,component-abed0e0435072b87,1220,0
1221:0:0,component-fafa9846c4ec0533,1221,3
1222:0:0,component-c374201a6fe76320,1222,4
1223:0:0,component-40f5059a5f17e3ec,1223,1
1224:0:0,component-e711695cddc1e35d,1224,4
1225:0:0,component-8981e7cbc69786cb,1225,2
1226:0:0,component-5d407bd04eb1ec67,1226,2
1227:0:0,component-7a7c33ac62b711c8,1227,1
1227:2:0,component-7a7c33ac62b711c8,1227,1
1228:0:0,component-10b4282d1df15bbb,1228,4
1229:0:0,component-441c987329cf8e85,1229,2
122:0:0,component-85acfcc887505077,122,1
1230:0:0,component-7a1f80c53c65a4df,1230,2
1230:2:0,component-7a1f80c53c65a4df,1230,2
1231:0:0,component-8f00df79e7f09118,1231,3
1231:2:0,component-8f00df79e7f09118,1231,3
1231:4:0,component-8f00df79e7f09118,1231,3
1231:6:0,component-8f00df79e7f09118,1231,3
1232:0:0,component-2237055d1c50ddb8,1232,2
1233:0:0,component-d815d4692beef749,1233,2
1234:0:0,component-5c851fa0eab7d5a6,1234,1
1234:2:0,component-5c851fa0eab7d5a6,1234,1
1235:0:0,component-49ed4870bc039bf1,1235,3
1236:0:0,component-337a352bd1a7c2cf,1236,1
1237:0:0,component-4315d21aea81ccd8,1237,3
1238:0:0,component-74af47655eecef93,1238,2
1239:0:0,component-2ed06c5155656c84,1239,4
123:0:0,component-a5a9df4a8984f32c,123,2
1240:0:0,component-9a2af70ef61d9be8,1240,1
1241:0:0,component-1878c64b8b223f76,1241,2
1242:0:0,component-965d18895fa97586,1242,4
1243:0:0,component-d1a0371093a2e12b,1243,1
1244:0:0,component-96cc1cfb4f3f71e8,1244,4
1245:0:0,component-b03af8d6eb1cd0db,1245,3
1245:2:0,component-b03af8d6eb1cd0db,1245,3
1246:0:0,component-5e1a66fad4e87750,1246,1
1247:0:0,component-2ba1dad4deec9915,1247,0
1247:2:0,component-2ba1dad4deec9915,1247,0
1248:1:0,component-86cde5b1b0d50c55,1248,3
1249:0:0,component-92bf02ac18ae02d5,1249,3
124:0:0,component-f924400b9a855d80,124,2
1250:0:0,component-d4069e1bb991ca11,1250,0
1251:0:0,component-13bb9ee8cde44ce0,1251,4
1252:0:0,component-d75000742fa1b19c,1252,1
1253:0:0,component-b3393e7860d69f7f,1253,2
1253:0:1,component-b3393e7860d69f7f,1253,2
1254:0:0,component-f1ce383e3e8d013b,1254,0
1255:0:0,component-4ee6e5b602d984bb,1255,3
1255:2:0,component-4ee6e5b602d984bb,1255,3
1255:4:0,component-4ee6e5b602d984bb,1255,3
1256:0:0,component-2a0b59db74bd2808,1256,4
1256:0:1,component-2a0b59db74bd2808,1256,4
1256:2:0,component-2a0b59db74bd2808,1256,4
1256:4:0,component-2a0b59db74bd2808,1256,4
1257:0:0,component-8db82dad842d1e32,1257,1
1258:0:0,component-58cd179947ab6806,1258,2
1259:0:0,component-fa89e48bd8710660,1259,4
1259:2:0,component-fa89e48bd8710660,1259,4
125:0:0,component-ff7e015977983ea8,125,2
1260:0:0,component-e4ad3d74ee30a4b1,1260,0
1261:0:0,component-629549329ad74202,1261,4
1262:0:0,component-31b306422dac9a8d,1262,2
1263:0:0,component-87f71be6b3f37c56,1263,1
